timestamp(ms),Mag_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,
"58.732","-115576.820312","-0.305518","-0.001383","-0.884733","22379.945312","-20394.699219",
"58.783","-115576.820312","-0.316864","-0.074484","-0.950854","25052.476562","-20351.46875",
"58.834","-119217.585938","-0.334399","-0.012249","-0.937037","36093.097656","-17584.75",
"58.885","-119100.140625","-0.415884","0.025289","-0.940985","27549.759766","-17541.519531",
"58.936","-117808.257812","-0.395255","0.02924","-0.814665","27549.759766","-15769.089844",
"58.987","-117808.257812","-0.471583","0.067766","-0.910392","29871.798828","-15769.089844",
"59.038","-118512.921875","-0.484992","-0.203892","-0.733741","31974.771484","-16287.849609",
"59.089","-118395.476562","-0.547911","0.07073","-0.900523","31974.771484","-16244.619141",
"59.14","-117808.257812","-0.538628","0.09839","-0.72782","35348.296875","-15250.330078",
"59.192","-117690.8125","-0.598453","0.101353","-0.678476","35348.296875","-15207.099609",
"59.244","-116281.484375","-0.684064","0.144819","-0.820586","37407.460938","-13477.900391",
"59.297","-116164.039062","-0.651057","0.14877","-0.587684","37407.460938","-13434.669922",
"59.349","-111231.390625","-0.719134","0.317692","-0.521563","39510.433594","-11662.240234",
"59.4","-111113.945312","-0.516968","0.322632","-0.553143","39554.246094","-11619.009766",
"59.453","-108295.289062","-0.720165","0.274227","-0.517616","44198.320312","-10149.189453",
"59.505","-108177.84375","-0.795462","0.374988","-0.553143","44198.320312","-10105.958984",
"59.557","-103127.757812","-0.726354","0.279166","-0.452482","44680.25","-7814.77002",
"59.608","-103010.3125","-0.835688","0.480688","-0.468272","44680.25","-7771.539551",
"59.66","-98077.664062","-0.729448","0.292008","-0.296556","45994.609375","-5782.960449",
"59.711","-97960.21875","-0.901702","0.618986","-0.389322","45994.609375","-5739.72998",
"59.762","-92322.90625","-0.765549","0.399684","-0.21958","47834.714844","-4486.060059",
"59.812","-92322.90625","-0.8295","0.590339","-0.323201","47834.714844","-4442.830078",
"59.863","-88682.140625","-0.764518","0.477724","-0.240304","48360.460938","-2713.629883",
"59.914","-88682.140625","-0.892419","0.714808","-0.012336","48360.460938","-2670.399902",
"59.965","-85746.046875","-0.774832","0.423392","-0.274845","49631.007812","-897.969971",
"60.016","-85746.046875","-0.766581","0.59429","-0.232409","49631.007812","-854.73999",
"60.067","-78347.070312","-0.786178","0.613059","0.049837","49893.878906","-638.590088",
"60.117","-78347.070312","-0.800619","0.596266","-0.072535","49893.878906","-595.360107",
"60.168","-76233.078125","-0.811965","0.595278","-0.004441","50682.496094","1133.839966",
"60.219","-76115.640625","-0.75936","0.598242","0.106089","50682.496094","1177.069946",
"60.269","-57911.816406","-0.789273","0.696039","0.147538","52215.914062","2690.119873",
"60.32","-57911.816406","-0.696441","0.541934","0.162341","52172.101562","2733.349854",
"60.371","-51334.953125","-0.785147","0.717771","0.169249","51996.855469","4462.549805",
"60.422","-51334.953125","-0.674781","0.628865","0.372545","51953.042969","4462.549805",
"60.472","-41821.988281","-0.727385","0.743455","0.510708","51733.984375","5500.069824",
"60.523","-41821.988281","-0.646931","0.589351","0.34886","51733.984375","5500.069824",
"60.573","-33013.6875","-0.673749","0.691099","0.338005","52478.789062","6018.830078",
"60.623","-33013.6875","-0.586075","0.558728","0.518603","52434.976562","6018.830078",
"60.674","-25027.492188","-0.595358","0.661464","0.510708","52215.914062","6796.969727",
